country,day,domestic_flights,international_departures,international_arrivals,total_flights
Peru,2020-02-20,17.0,56.0,47.0,120.0
Peru,2020-02-21,15.0,57.0,50.0,122.0
Peru,2020-02-22,16.0,55.0,57.0,128.0
Peru,2020-02-23,14.0,51.0,53.0,118.0
Peru,2020-02-24,16.0,54.0,55.0,125.0
Peru,2020-02-25,18.0,51.0,49.0,118.0
Peru,2020-02-26,18.0,44.0,45.0,107.0
Peru,2020-02-27,20.0,57.0,46.0,123.0
Peru,2020-02-28,13.0,49.0,54.0,116.0
Peru,2020-02-29,12.0,50.0,43.0,105.0
Peru,2020-03-04,6.0,6.0,4.0,16.0
Peru,2020-03-05,11.0,9.0,8.0,28.0
Peru,2020-03-06,15.0,39.0,26.0,80.0
Peru,2020-03-07,15.0,52.0,50.0,117.0
Peru,2020-03-08,15.0,54.0,49.0,118.0
Peru,2020-03-09,14.0,53.0,52.0,119.0
Peru,2020-03-10,16.0,53.0,47.0,116.0
Peru,2020-03-11,15.0,48.0,47.0,110.0
Peru,2020-03-12,14.0,51.0,49.0,114.0
Peru,2020-03-13,16.0,48.0,49.0,113.0
Peru,2020-03-14,14.0,46.0,48.0,108.0
Peru,2020-03-15,11.0,55.0,47.0,113.0
Peru,2020-03-16,16.0,54.0,51.0,121.0
Peru,2020-03-17,4.0,20.0,23.0,47.0
Peru,2020-03-18,2.0,1.0,5.0,8.0
Peru,2020-04-01,0.0,6.0,7.0,13.0
Peru,2020-04-08,0.0,3.0,4.0,7.0
Peru,2020-04-09,0.0,5.0,5.0,10.0
Peru,2020-04-14,1.0,6.0,4.0,11.0
Peru,2020-04-15,1.0,3.0,5.0,9.0
Peru,2020-04-18,2.0,6.0,5.0,13.0
Peru,2020-04-20,0.0,5.0,11.0,16.0
Peru,2020-04-21,3.0,7.0,7.0,17.0
Peru,2020-04-22,1.0,3.0,2.0,6.0
Peru,2020-04-26,0.0,7.0,5.0,12.0
Peru,2020-04-29,2.0,6.0,4.0,12.0
Philippines,2020-02-01,7.0,132.0,125.0,264.0
Philippines,2020-02-02,1.0,124.0,123.0,248.0
Philippines,2020-02-03,3.0,118.0,108.0,229.0
Philippines,2020-02-04,3.0,123.0,108.0,234.0
Philippines,2020-02-05,10.0,114.0,109.0,233.0
Philippines,2020-02-06,7.0,124.0,115.0,246.0
Philippines,2020-02-07,7.0,117.0,113.0,237.0
Philippines,2020-02-08,7.0,114.0,108.0,229.0
Philippines,2020-02-09,3.0,115.0,110.0,228.0
Philippines,2020-02-10,4.0,114.0,104.0,222.0
Philippines,2020-02-11,3.0,100.0,95.0,198.0
Philippines,2020-02-12,4.0,80.0,89.0,173.0
Philippines,2020-02-13,8.0,105.0,98.0,211.0
Philippines,2020-02-14,3.0,103.0,108.0,214.0
Philippines,2020-02-15,7.0,89.0,77.0,173.0
Philippines,2020-02-16,4.0,102.0,92.0,198.0
Philippines,2020-02-17,3.0,103.0,86.0,192.0
Philippines,2020-02-18,4.0,108.0,100.0,212.0
Philippines,2020-02-19,8.0,96.0,96.0,200.0
Philippines,2020-02-20,6.0,113.0,102.0,221.0
Philippines,2020-02-21,9.0,113.0,108.0,230.0
Philippines,2020-02-22,3.0,108.0,99.0,210.0
Philippines,2020-02-23,6.0,102.0,98.0,206.0
Philippines,2020-02-24,4.0,102.0,94.0,200.0
Philippines,2020-02-25,3.0,104.0,98.0,205.0
Philippines,2020-02-26,3.0,109.0,102.0,214.0
Philippines,2020-02-27,8.0,105.0,98.0,211.0
Philippines,2020-02-28,9.0,105.0,103.0,217.0
Philippines,2020-02-29,5.0,106.0,102.0,213.0
Philippines,2020-03-01,1.0,98.0,97.0,196.0
Philippines,2020-03-02,7.0,98.0,95.0,200.0
Philippines,2020-03-03,6.0,91.0,81.0,178.0
Philippines,2020-03-04,5.0,90.0,86.0,181.0
Philippines,2020-03-05,3.0,98.0,90.0,191.0
Philippines,2020-03-06,6.0,97.0,95.0,198.0
Philippines,2020-03-07,4.0,83.0,69.0,156.0
Philippines,2020-03-08,9.0,88.0,78.0,175.0
Philippines,2020-03-09,9.0,80.0,66.0,155.0
Philippines,2020-03-10,11.0,87.0,64.0,162.0
Philippines,2020-03-11,7.0,83.0,84.0,174.0
Philippines,2020-03-12,7.0,83.0,71.0,161.0
Philippines,2020-03-13,6.0,88.0,84.0,178.0
Philippines,2020-03-14,20.0,85.0,76.0,181.0
Philippines,2020-03-15,2.0,82.0,83.0,167.0
Philippines,2020-03-16,2.0,79.0,72.0,153.0
Philippines,2020-03-17,1.0,74.0,67.0,142.0
Philippines,2020-03-18,4.0,74.0,69.0,147.0
Philippines,2020-03-19,3.0,69.0,64.0,136.0
Philippines,2020-03-20,1.0,47.0,45.0,93.0
Philippines,2020-03-21,1.0,41.0,30.0,72.0
Philippines,2020-03-22,5.0,30.0,27.0,62.0
Philippines,2020-03-24,3.0,19.0,20.0,42.0
Philippines,2020-03-25,3.0,19.0,17.0,39.0
Philippines,2020-03-26,4.0,20.0,15.0,39.0
Philippines,2020-03-27,0.0,15.0,15.0,30.0
Philippines,2020-03-28,0.0,14.0,12.0,26.0
Philippines,2020-03-29,0.0,14.0,10.0,24.0
Philippines,2020-03-30,0.0,10.0,9.0,19.0
Philippines,2020-04-01,1.0,10.0,12.0,23.0
Philippines,2020-04-02,0.0,20.0,17.0,37.0
Philippines,2020-04-03,0.0,15.0,12.0,27.0
Philippines,2020-04-05,0.0,12.0,9.0,21.0
Philippines,2020-04-06,0.0,9.0,7.0,16.0
Philippines,2020-04-07,0.0,10.0,9.0,19.0
Philippines,2020-04-08,0.0,13.0,14.0,27.0
Philippines,2020-04-13,0.0,9.0,13.0,22.0
Philippines,2020-04-16,3.0,14.0,13.0,30.0
Philippines,2020-04-17,1.0,18.0,13.0,32.0
Philippines,2020-04-18,1.0,18.0,11.0,30.0
Philippines,2020-04-20,0.0,13.0,14.0,27.0
Philippines,2020-04-22,0.0,12.0,15.0,27.0
Philippines,2020-04-23,1.0,17.0,13.0,31.0
Philippines,2020-04-24,1.0,20.0,17.0,38.0
Philippines,2020-04-26,0.0,16.0,12.0,28.0
Philippines,2020-04-27,1.0,9.0,11.0,21.0
Philippines,2020-04-29,0.0,17.0,18.0,35.0
Philippines,2020-04-30,1.0,18.0,16.0,35.0
Poland,2020-02-01,26.0,262.0,277.0,565.0
Poland,2020-02-02,28.0,313.0,330.0,671.0
Poland,2020-02-03,38.0,319.0,354.0,711.0
Poland,2020-02-04,38.0,278.0,279.0,595.0
Poland,2020-02-05,55.0,280.0,311.0,646.0
Poland,2020-02-06,32.0,282.0,303.0,617.0
Poland,2020-02-07,52.0,365.0,359.0,776.0
Poland,2020-02-08,45.0,269.0,277.0,591.0
Poland,2020-02-09,39.0,294.0,297.0,630.0
Poland,2020-02-10,37.0,313.0,325.0,675.0
Poland,2020-02-11,50.0,272.0,280.0,602.0
Poland,2020-02-12,47.0,285.0,311.0,643.0
Poland,2020-02-13,57.0,276.0,301.0,634.0
Poland,2020-02-14,42.0,340.0,342.0,724.0
Poland,2020-02-15,34.0,254.0,277.0,565.0
Poland,2020-02-16,37.0,326.0,321.0,684.0
Poland,2020-02-17,51.0,332.0,345.0,728.0
Poland,2020-02-18,51.0,274.0,287.0,612.0
Poland,2020-02-19,53.0,294.0,316.0,663.0
Poland,2020-02-20,41.0,282.0,290.0,613.0
Poland,2020-02-21,37.0,352.0,359.0,748.0
Poland,2020-02-22,31.0,280.0,283.0,594.0
Poland,2020-02-23,35.0,323.0,327.0,685.0
Poland,2020-02-24,45.0,348.0,351.0,744.0
Poland,2020-02-25,45.0,295.0,307.0,647.0
Poland,2020-02-26,50.0,308.0,331.0,689.0
Poland,2020-02-27,42.0,291.0,312.0,645.0
Poland,2020-02-28,43.0,345.0,369.0,757.0
Poland,2020-02-29,29.0,278.0,282.0,589.0
Poland,2020-03-01,37.0,322.0,338.0,697.0
Poland,2020-03-02,48.0,329.0,342.0,719.0
Poland,2020-03-03,46.0,284.0,295.0,625.0
Poland,2020-03-04,39.0,305.0,318.0,662.0
Poland,2020-03-05,46.0,310.0,313.0,669.0
Poland,2020-03-06,52.0,363.0,351.0,766.0
Poland,2020-03-07,36.0,241.0,267.0,544.0
Poland,2020-03-08,37.0,317.0,325.0,679.0
Poland,2020-03-09,52.0,326.0,339.0,717.0
Poland,2020-03-10,54.0,281.0,289.0,624.0
Poland,2020-03-11,49.0,291.0,301.0,641.0
Poland,2020-03-12,43.0,274.0,275.0,592.0
Poland,2020-03-13,51.0,340.0,334.0,725.0
Poland,2020-03-14,37.0,227.0,241.0,505.0
Poland,2020-03-15,7.0,51.0,54.0,112.0
Poland,2020-03-16,13.0,38.0,38.0,89.0
Poland,2020-03-17,14.0,40.0,43.0,97.0
Poland,2020-03-18,25.0,50.0,48.0,123.0
Poland,2020-03-19,8.0,52.0,49.0,109.0
Poland,2020-03-20,7.0,49.0,52.0,108.0
Poland,2020-03-21,1.0,30.0,34.0,65.0
Poland,2020-03-22,16.0,31.0,30.0,77.0
Poland,2020-03-23,7.0,38.0,33.0,78.0
Poland,2020-03-24,11.0,25.0,29.0,65.0
Poland,2020-03-25,5.0,29.0,35.0,69.0
Poland,2020-03-26,26.0,25.0,27.0,78.0
Poland,2020-03-27,6.0,29.0,31.0,66.0
Poland,2020-03-28,1.0,14.0,15.0,30.0
Poland,2020-03-29,0.0,12.0,18.0,30.0
Poland,2020-03-30,7.0,20.0,21.0,48.0
Poland,2020-03-31,7.0,19.0,23.0,49.0
Poland,2020-04-01,16.0,25.0,24.0,65.0
Poland,2020-04-02,5.0,21.0,22.0,48.0
Poland,2020-04-03,1.0,22.0,26.0,49.0
Poland,2020-04-04,0.0,11.0,13.0,24.0
Poland,2020-04-05,1.0,11.0,16.0,28.0
Poland,2020-04-06,4.0,13.0,9.0,26.0
Poland,2020-04-07,10.0,14.0,14.0,38.0
Poland,2020-04-08,6.0,13.0,12.0,31.0
Poland,2020-04-09,0.0,11.0,11.0,22.0
Poland,2020-04-10,4.0,12.0,12.0,28.0
Poland,2020-04-11,0.0,4.0,8.0,12.0
Poland,2020-04-12,0.0,1.0,1.0,2.0
Poland,2020-04-13,1.0,2.0,1.0,4.0
Poland,2020-04-14,14.0,10.0,14.0,38.0
Poland,2020-04-15,2.0,13.0,13.0,28.0
Poland,2020-04-16,1.0,13.0,13.0,27.0
Poland,2020-04-17,2.0,13.0,13.0,28.0
Poland,2020-04-18,1.0,5.0,7.0,13.0
Poland,2020-04-19,1.0,1.0,2.0,4.0
Poland,2020-04-20,2.0,11.0,11.0,24.0
Poland,2020-04-21,12.0,14.0,15.0,41.0
Poland,2020-04-22,5.0,15.0,14.0,34.0
Poland,2020-04-23,1.0,18.0,17.0,36.0
Poland,2020-04-24,3.0,16.0,17.0,36.0
Poland,2020-04-25,1.0,2.0,6.0,9.0
Poland,2020-04-26,2.0,4.0,3.0,9.0
Poland,2020-04-27,13.0,15.0,13.0,41.0
Poland,2020-04-28,3.0,16.0,16.0,35.0
Poland,2020-04-29,6.0,16.0,20.0,42.0
Poland,2020-04-30,5.0,18.0,14.0,37.0
Portugal,2020-02-01,44.0,250.0,263.0,557.0
Portugal,2020-02-02,53.0,283.0,283.0,619.0
Portugal,2020-02-03,52.0,281.0,289.0,622.0
Portugal,2020-02-04,54.0,232.0,233.0,519.0
Portugal,2020-02-05,48.0,244.0,244.0,536.0
Portugal,2020-02-06,56.0,268.0,254.0,578.0
Portugal,2020-02-07,51.0,308.0,313.0,672.0
Portugal,2020-02-08,43.0,298.0,296.0,637.0
Portugal,2020-02-09,59.0,293.0,291.0,643.0
Portugal,2020-02-10,45.0,305.0,309.0,659.0
Portugal,2020-02-11,47.0,257.0,254.0,558.0
Portugal,2020-02-12,34.0,261.0,261.0,556.0
Portugal,2020-02-13,45.0,297.0,293.0,635.0
Portugal,2020-02-14,60.0,330.0,320.0,710.0
Portugal,2020-02-15,53.0,290.0,305.0,648.0
Portugal,2020-02-16,46.0,313.0,322.0,681.0
Portugal,2020-02-17,51.0,320.0,316.0,687.0
Portugal,2020-02-18,59.0,276.0,263.0,598.0
Portugal,2020-02-19,58.0,283.0,269.0,610.0
Portugal,2020-02-20,67.0,292.0,292.0,651.0
Portugal,2020-02-21,67.0,348.0,330.0,745.0
Portugal,2020-02-22,53.0,332.0,332.0,717.0
Portugal,2020-02-23,55.0,343.0,338.0,736.0
Portugal,2020-02-24,60.0,330.0,318.0,708.0
Portugal,2020-02-25,41.0,284.0,279.0,604.0
Portugal,2020-02-26,60.0,299.0,291.0,650.0
Portugal,2020-02-27,57.0,301.0,286.0,644.0
Portugal,2020-02-28,61.0,330.0,328.0,719.0
Portugal,2020-02-29,44.0,324.0,306.0,674.0
Portugal,2020-03-01,45.0,308.0,315.0,668.0
Portugal,2020-03-02,45.0,308.0,309.0,662.0
Portugal,2020-03-03,48.0,261.0,258.0,567.0
Portugal,2020-03-04,46.0,265.0,260.0,571.0
Portugal,2020-03-05,46.0,300.0,280.0,626.0
Portugal,2020-03-06,56.0,321.0,308.0,685.0
Portugal,2020-03-07,59.0,312.0,309.0,680.0
Portugal,2020-03-08,63.0,338.0,334.0,735.0
Portugal,2020-03-09,62.0,318.0,318.0,698.0
Portugal,2020-03-10,55.0,269.0,266.0,590.0
Portugal,2020-03-11,52.0,249.0,249.0,550.0
Portugal,2020-03-12,67.0,281.0,273.0,621.0
Portugal,2020-03-13,54.0,302.0,302.0,658.0
Portugal,2020-03-14,42.0,316.0,308.0,666.0
Portugal,2020-03-15,52.0,295.0,284.0,631.0
Portugal,2020-03-16,36.0,264.0,255.0,555.0
Portugal,2020-03-17,44.0,160.0,155.0,359.0
Portugal,2020-03-18,35.0,165.0,170.0,370.0
Portugal,2020-03-19,25.0,151.0,139.0,315.0
Portugal,2020-03-20,25.0,152.0,150.0,327.0
Portugal,2020-03-21,23.0,143.0,135.0,301.0
Portugal,2020-03-22,13.0,126.0,103.0,242.0
Portugal,2020-03-23,4.0,70.0,66.0,140.0
Portugal,2020-03-24,3.0,61.0,53.0,117.0
Portugal,2020-03-25,6.0,25.0,21.0,52.0
Portugal,2020-03-26,4.0,25.0,21.0,50.0
Portugal,2020-03-27,17.0,21.0,19.0,57.0
Portugal,2020-03-28,4.0,25.0,25.0,54.0
Portugal,2020-03-29,3.0,24.0,18.0,45.0
Portugal,2020-03-30,6.0,23.0,17.0,46.0
Portugal,2020-03-31,6.0,17.0,21.0,44.0
Portugal,2020-04-01,6.0,19.0,16.0,41.0
Portugal,2020-04-02,14.0,11.0,12.0,37.0
Portugal,2020-04-03,3.0,10.0,14.0,27.0
Portugal,2020-04-04,1.0,11.0,11.0,23.0
Portugal,2020-04-05,2.0,10.0,11.0,23.0
Portugal,2020-04-06,6.0,14.0,14.0,34.0
Portugal,2020-04-07,6.0,10.0,9.0,25.0
Portugal,2020-04-08,6.0,13.0,12.0,31.0
Portugal,2020-04-09,6.0,9.0,6.0,21.0
Portugal,2020-04-10,2.0,4.0,1.0,7.0
Portugal,2020-04-11,1.0,2.0,1.0,4.0
Portugal,2020-04-12,0.0,2.0,1.0,3.0
Portugal,2020-04-13,7.0,7.0,7.0,21.0
Portugal,2020-04-14,12.0,13.0,12.0,37.0
Portugal,2020-04-15,11.0,12.0,16.0,39.0
Portugal,2020-04-16,8.0,19.0,16.0,43.0
Portugal,2020-04-17,7.0,17.0,12.0,36.0
Portugal,2020-04-18,1.0,10.0,12.0,23.0
Portugal,2020-04-19,2.0,12.0,12.0,26.0
Portugal,2020-04-20,7.0,15.0,13.0,35.0
Portugal,2020-04-21,9.0,13.0,12.0,34.0
Portugal,2020-04-22,7.0,14.0,10.0,31.0
Portugal,2020-04-23,3.0,12.0,10.0,25.0
Portugal,2020-04-24,8.0,13.0,13.0,34.0
Portugal,2020-04-25,1.0,8.0,9.0,18.0
Portugal,2020-04-26,2.0,11.0,9.0,22.0
Portugal,2020-04-27,14.0,12.0,10.0,36.0
Portugal,2020-04-28,11.0,11.0,12.0,34.0
Portugal,2020-04-29,5.0,10.0,10.0,25.0
Portugal,2020-04-30,6.0,11.0,12.0,29.0
Puerto Rico,2020-02-01,0.0,59.0,27.0,86.0
Puerto Rico,2020-02-02,1.0,41.0,28.0,70.0
Puerto Rico,2020-02-03,1.0,49.0,23.0,73.0
Puerto Rico,2020-02-04,2.0,51.0,22.0,75.0
Puerto Rico,2020-02-05,1.0,46.0,18.0,65.0
Puerto Rico,2020-02-06,2.0,44.0,26.0,72.0
Puerto Rico,2020-02-07,0.0,51.0,23.0,74.0
Puerto Rico,2020-02-08,2.0,51.0,29.0,82.0
Puerto Rico,2020-02-09,3.0,59.0,21.0,83.0
Puerto Rico,2020-02-10,0.0,53.0,16.0,69.0
Puerto Rico,2020-02-11,3.0,40.0,12.0,55.0
Puerto Rico,2020-02-12,7.0,52.0,21.0,80.0
Puerto Rico,2020-02-13,3.0,49.0,20.0,72.0
Puerto Rico,2020-02-14,1.0,54.0,14.0,69.0
Puerto Rico,2020-02-15,3.0,36.0,16.0,55.0
Puerto Rico,2020-02-16,0.0,44.0,25.0,69.0
Puerto Rico,2020-02-17,3.0,42.0,23.0,68.0
Puerto Rico,2020-02-18,0.0,38.0,22.0,60.0
Puerto Rico,2020-02-19,0.0,50.0,19.0,69.0
Puerto Rico,2020-02-20,5.0,36.0,18.0,59.0
Puerto Rico,2020-02-21,1.0,60.0,33.0,94.0
Puerto Rico,2020-02-22,0.0,46.0,32.0,78.0
Puerto Rico,2020-02-23,0.0,42.0,40.0,82.0
Puerto Rico,2020-02-24,0.0,47.0,26.0,73.0
Puerto Rico,2020-02-25,0.0,58.0,27.0,85.0
Puerto Rico,2020-02-26,5.0,61.0,29.0,95.0
Puerto Rico,2020-02-27,3.0,54.0,38.0,95.0
Puerto Rico,2020-02-28,1.0,54.0,28.0,83.0
Puerto Rico,2020-02-29,2.0,51.0,37.0,90.0
Puerto Rico,2020-03-01,1.0,56.0,37.0,94.0
Puerto Rico,2020-03-02,6.0,58.0,25.0,89.0
Puerto Rico,2020-03-03,1.0,51.0,27.0,79.0
Puerto Rico,2020-03-04,2.0,51.0,37.0,90.0
Puerto Rico,2020-03-05,0.0,61.0,30.0,91.0
Puerto Rico,2020-03-06,0.0,51.0,32.0,83.0
Puerto Rico,2020-03-07,0.0,56.0,37.0,93.0
Puerto Rico,2020-03-09,0.0,67.0,19.0,86.0
Puerto Rico,2020-03-10,0.0,45.0,28.0,73.0
Puerto Rico,2020-03-11,1.0,62.0,21.0,84.0
Puerto Rico,2020-03-12,3.0,55.0,27.0,85.0
Puerto Rico,2020-03-13,1.0,68.0,24.0,93.0
Puerto Rico,2020-03-14,0.0,56.0,36.0,92.0
Puerto Rico,2020-03-15,2.0,69.0,33.0,104.0
Puerto Rico,2020-03-16,2.0,69.0,31.0,102.0
Puerto Rico,2020-03-17,5.0,69.0,31.0,105.0
Puerto Rico,2020-03-18,4.0,65.0,26.0,95.0
Puerto Rico,2020-03-19,3.0,64.0,27.0,94.0
Puerto Rico,2020-03-22,3.0,60.0,19.0,82.0
Puerto Rico,2020-03-23,4.0,55.0,23.0,82.0
Puerto Rico,2020-03-24,2.0,39.0,13.0,54.0
Puerto Rico,2020-03-26,3.0,33.0,18.0,54.0
Puerto Rico,2020-03-27,3.0,29.0,11.0,43.0
Puerto Rico,2020-03-28,3.0,30.0,10.0,43.0
Puerto Rico,2020-03-29,1.0,28.0,9.0,38.0
Puerto Rico,2020-03-30,4.0,24.0,14.0,42.0
Puerto Rico,2020-03-31,1.0,19.0,9.0,29.0
Puerto Rico,2020-04-01,4.0,28.0,9.0,41.0
Puerto Rico,2020-04-02,3.0,21.0,8.0,32.0
Puerto Rico,2020-04-03,1.0,13.0,8.0,22.0
Puerto Rico,2020-04-04,2.0,12.0,6.0,20.0
Puerto Rico,2020-04-05,4.0,10.0,6.0,20.0
Puerto Rico,2020-04-06,2.0,13.0,3.0,18.0
Puerto Rico,2020-04-07,5.0,13.0,7.0,25.0
Puerto Rico,2020-04-08,4.0,12.0,7.0,23.0
Puerto Rico,2020-04-09,2.0,11.0,13.0,26.0
Puerto Rico,2020-04-10,1.0,9.0,3.0,13.0
Puerto Rico,2020-04-11,2.0,15.0,7.0,24.0
Puerto Rico,2020-04-12,2.0,13.0,4.0,19.0
Puerto Rico,2020-04-13,1.0,10.0,4.0,15.0
Puerto Rico,2020-04-14,0.0,6.0,3.0,9.0
Puerto Rico,2020-04-16,0.0,10.0,5.0,15.0
Puerto Rico,2020-04-17,1.0,8.0,4.0,13.0
Puerto Rico,2020-04-18,0.0,11.0,10.0,21.0
Qatar,2020-02-01,12.0,171.0,176.0,359.0
Qatar,2020-02-02,17.0,163.0,153.0,333.0
Qatar,2020-02-03,16.0,152.0,169.0,337.0
Qatar,2020-02-04,15.0,171.0,171.0,357.0
Qatar,2020-02-05,17.0,168.0,164.0,349.0
Qatar,2020-02-06,13.0,175.0,166.0,354.0
Qatar,2020-02-07,10.0,181.0,182.0,373.0
Qatar,2020-02-08,8.0,178.0,170.0,356.0
Qatar,2020-02-09,20.0,165.0,157.0,342.0
Qatar,2020-02-10,16.0,163.0,164.0,343.0
Qatar,2020-02-11,9.0,167.0,173.0,349.0
Qatar,2020-02-12,19.0,166.0,160.0,345.0
Qatar,2020-02-13,23.0,166.0,167.0,356.0
Qatar,2020-02-14,12.0,171.0,166.0,349.0
Qatar,2020-02-15,6.0,122.0,111.0,239.0
Qatar,2020-02-16,42.0,169.0,159.0,370.0
Qatar,2020-02-17,25.0,154.0,164.0,343.0
Qatar,2020-02-18,49.0,164.0,161.0,374.0
Qatar,2020-02-19,51.0,171.0,154.0,376.0
Qatar,2020-02-20,48.0,163.0,162.0,373.0
Qatar,2020-02-21,9.0,175.0,163.0,347.0
Qatar,2020-02-22,9.0,173.0,174.0,356.0
Qatar,2020-02-23,30.0,168.0,157.0,355.0
Qatar,2020-02-24,31.0,158.0,173.0,362.0
Qatar,2020-02-25,44.0,168.0,164.0,376.0
Qatar,2020-02-26,9.0,165.0,160.0,334.0
Qatar,2020-02-27,57.0,165.0,175.0,397.0
Qatar,2020-02-28,8.0,179.0,171.0,358.0
Qatar,2020-02-29,13.0,175.0,177.0,365.0
Qatar,2020-03-01,56.0,172.0,155.0,383.0
Qatar,2020-03-02,48.0,167.0,172.0,387.0
Qatar,2020-03-03,44.0,159.0,168.0,371.0
Qatar,2020-03-04,55.0,162.0,152.0,369.0
Qatar,2020-03-05,49.0,159.0,163.0,371.0
Qatar,2020-03-06,11.0,166.0,167.0,344.0
Qatar,2020-03-07,11.0,161.0,159.0,331.0
Qatar,2020-03-08,47.0,161.0,150.0,358.0
Qatar,2020-03-09,34.0,154.0,156.0,344.0
Qatar,2020-03-10,53.0,140.0,152.0,345.0
Qatar,2020-03-11,38.0,154.0,141.0,333.0
Qatar,2020-03-12,16.0,151.0,143.0,310.0
Qatar,2020-03-13,8.0,160.0,151.0,319.0
Qatar,2020-03-14,5.0,154.0,153.0,312.0
Qatar,2020-03-15,53.0,140.0,139.0,332.0
Qatar,2020-03-16,44.0,133.0,133.0,310.0
Qatar,2020-03-17,47.0,126.0,131.0,304.0
Qatar,2020-03-18,37.0,133.0,121.0,291.0
Qatar,2020-03-19,38.0,121.0,120.0,279.0
Qatar,2020-03-20,12.0,116.0,116.0,244.0
Qatar,2020-03-21,10.0,103.0,110.0,223.0
Qatar,2020-03-22,18.0,96.0,89.0,203.0
Qatar,2020-03-23,35.0,75.0,84.0,194.0
Qatar,2020-03-24,42.0,74.0,79.0,195.0
Qatar,2020-03-25,46.0,76.0,66.0,188.0
Qatar,2020-03-26,30.0,70.0,73.0,173.0
Qatar,2020-03-27,12.0,75.0,72.0,159.0
Qatar,2020-03-28,5.0,78.0,82.0,165.0
Qatar,2020-03-29,10.0,79.0,74.0,163.0
Qatar,2020-03-30,46.0,69.0,84.0,199.0
Qatar,2020-03-31,35.0,72.0,67.0,174.0
Qatar,2020-04-01,35.0,61.0,65.0,161.0
Qatar,2020-04-02,42.0,72.0,74.0,188.0
Qatar,2020-04-03,3.0,70.0,74.0,147.0
Qatar,2020-04-04,3.0,66.0,62.0,131.0
Qatar,2020-04-05,29.0,56.0,61.0,146.0
Qatar,2020-04-06,53.0,53.0,55.0,161.0
Qatar,2020-04-07,31.0,52.0,56.0,139.0
Qatar,2020-04-08,21.0,56.0,50.0,127.0
Qatar,2020-04-09,35.0,51.0,54.0,140.0
Qatar,2020-04-10,3.0,57.0,57.0,117.0
Qatar,2020-04-11,1.0,48.0,57.0,106.0
Qatar,2020-04-12,34.0,50.0,49.0,133.0
Qatar,2020-04-13,2.0,49.0,53.0,104.0
Qatar,2020-04-14,44.0,42.0,47.0,133.0
Qatar,2020-04-15,4.0,51.0,49.0,104.0
Qatar,2020-04-16,25.0,54.0,51.0,130.0
Qatar,2020-04-17,4.0,62.0,66.0,132.0
Qatar,2020-04-18,2.0,53.0,62.0,117.0
Qatar,2020-04-19,30.0,50.0,53.0,133.0
Qatar,2020-04-20,30.0,54.0,52.0,136.0
Qatar,2020-04-21,28.0,54.0,48.0,130.0
Qatar,2020-04-22,27.0,57.0,54.0,138.0
Qatar,2020-04-23,21.0,58.0,53.0,132.0
Qatar,2020-04-24,13.0,63.0,60.0,136.0
Qatar,2020-04-25,7.0,55.0,60.0,122.0
Qatar,2020-04-26,15.0,58.0,59.0,132.0
Qatar,2020-04-27,24.0,55.0,52.0,131.0
Qatar,2020-04-28,12.0,50.0,53.0,115.0
Qatar,2020-04-29,1.0,61.0,58.0,120.0
Qatar,2020-04-30,21.0,59.0,52.0,132.0
Romania,2020-02-02,1.0,67.0,8.0,76.0
Romania,2020-02-03,1.0,61.0,30.0,92.0
Romania,2020-02-04,1.0,48.0,39.0,88.0
Romania,2020-02-08,0.0,54.0,30.0,84.0
Romania,2020-02-13,2.0,66.0,33.0,101.0
Romania,2020-02-16,2.0,40.0,37.0,79.0
Romania,2020-02-17,2.0,70.0,42.0,114.0
Romania,2020-02-21,0.0,56.0,47.0,103.0
Romania,2020-02-22,0.0,27.0,27.0,54.0
Romania,2020-02-23,1.0,80.0,33.0,114.0
Romania,2020-02-24,1.0,47.0,46.0,94.0
Romania,2020-02-26,3.0,63.0,30.0,96.0
Romania,2020-02-27,1.0,47.0,42.0,90.0
Romania,2020-02-28,2.0,36.0,42.0,80.0
Romania,2020-03-01,3.0,75.0,86.0,164.0
Romania,2020-03-02,6.0,100.0,116.0,222.0
Romania,2020-03-03,9.0,90.0,103.0,202.0
Romania,2020-03-04,8.0,100.0,112.0,220.0
Romania,2020-03-05,8.0,104.0,123.0,235.0
Romania,2020-03-06,6.0,116.0,121.0,243.0
Romania,2020-03-07,4.0,84.0,95.0,183.0
Romania,2020-03-08,6.0,92.0,110.0,208.0
Romania,2020-03-09,11.0,92.0,106.0,209.0
Romania,2020-03-10,8.0,83.0,91.0,182.0
Romania,2020-03-11,8.0,81.0,89.0,178.0
Romania,2020-03-12,3.0,79.0,81.0,163.0
Romania,2020-03-13,4.0,87.0,90.0,181.0
Romania,2020-03-14,2.0,76.0,70.0,148.0
Romania,2020-03-15,1.0,77.0,75.0,153.0
Romania,2020-03-16,2.0,74.0,77.0,153.0
Romania,2020-03-17,2.0,62.0,58.0,122.0
Romania,2020-03-18,2.0,61.0,60.0,123.0
Romania,2020-03-19,4.0,56.0,51.0,111.0
Romania,2020-03-20,1.0,52.0,59.0,112.0
Romania,2020-03-22,2.0,41.0,42.0,85.0
Romania,2020-03-23,1.0,38.0,37.0,76.0
Romania,2020-03-24,1.0,33.0,25.0,59.0
Romania,2020-03-25,2.0,18.0,21.0,41.0
Romania,2020-03-26,1.0,17.0,15.0,33.0
Romania,2020-03-27,1.0,18.0,15.0,34.0
Romania,2020-03-28,4.0,13.0,12.0,29.0
